2026-07-11 14:20:24;0;0
2026-07-11 14:20:24;0;0
2026-07-11 14:20:24;0;0
2026-07-11 14:20:24;0;0
2026-07-11 14:20:24;31.249;0.01
2026-07-11 14:20:24;32.495;0.02
2026-07-11 14:20:24;33.735;0.03
2026-07-11 14:20:24;34.966;0.04
2026-07-11 14:20:24;36.185;0.049
2026-07-11 14:20:25;37.388;0.059
2026-07-11 14:20:25;38.572;0.069
2026-07-11 14:20:25;39.735;0.079
2026-07-11 14:20:25;40.874;0.089
2026-07-11 14:20:25;41.985;0.099
2026-07-11 14:20:25;43.067;0.109
2026-07-11 14:20:25;44.116;0.119
2026-07-11 14:20:25;45.129;0.129
2026-07-11 14:20:25;46.105;0.139
2026-07-11 14:20:25;47.04;0.149
2026-07-11 14:20:26;47.933;0.16
2026-07-11 14:20:26;48.782;0.17
2026-07-11 14:20:26;49.583;0.18
2026-07-11 14:20:26;50.335;0.19
2026-07-11 14:20:26;51.036;0.2
2026-07-11 14:20:26;51.685;0.21
2026-07-11 14:20:26;52.28;0.22
2026-07-11 14:20:26;52.819;0.23
2026-07-11 14:20:26;53.3;0.24
2026-07-11 14:20:26;53.724;0.25
2026-07-11 14:20:27;54.088;0.26
2026-07-11 14:20:27;54.393;0.27
2026-07-11 14:20:27;54.636;0.28
2026-07-11 14:20:47;54.817;0.29
2026-07-11 14:20:47;54.937;0.299
2026-07-11 14:20:47;54.994;0.309
2026-07-11 14:20:47;54.989;0.319
2026-07-11 14:20:47;54.921;0.329
2026-07-11 14:20:47;54.791;0.339
2026-07-11 14:20:47;54.599;0.349
2026-07-11 14:20:47;54.346;0.359
2026-07-11 14:20:47;54.031;0.369
2026-07-11 14:20:47;53.657;0.379
2026-07-11 14:20:47;53.224;0.389
2026-07-11 14:20:47;52.732;0.399
2026-07-11 14:20:47;52.184;0.409
2026-07-11 14:20:47;51.58;0.419
2026-07-11 14:20:48;50.922;0.429
2026-07-11 14:20:48;50.212;0.439
2026-07-11 14:20:48;49.451;0.449
2026-07-11 14:20:48;48.642;0.459
2026-07-11 14:20:48;47.786;0.469
2026-07-11 14:20:48;46.886;0.479
2026-07-11 14:20:48;45.944;0.489
2026-07-11 14:20:48;44.961;0.499
2026-07-11 14:20:48;43.942;0.509
2026-07-11 14:20:48;42.887;0.519
2026-07-11 14:20:48;41.8;0.529
2026-07-11 14:20:48;40.684;0.539
2026-07-11 14:20:48;39.541;0.549
2026-07-11 14:20:48;38.374;0.559
2026-07-11 14:20:48;37.186;0.569
2026-07-11 14:20:48;35.981;0.579
2026-07-11 14:20:48;34.76;0.589
2026-07-11 14:20:48;33.528;0.599
2026-07-11 14:20:48;32.286;0.609
2026-07-11 14:20:48;31.039;0.619
2026-07-11 14:20:48;29.789;0.629
2026-07-11 14:20:48;28.54;0.639
2026-07-11 14:20:48;27.295;0.649
2026-07-11 14:20:48;26.056;0.659
2026-07-11 14:20:48;24.827;0.669
2026-07-11 14:20:48;23.611;0.679
2026-07-11 14:20:48;22.411;0.689
2026-07-11 14:20:48;21.23;0.699
2026-07-11 14:20:48;20.071;0.709
2026-07-11 14:20:48;18.937;0.719
2026-07-11 14:20:48;17.83;0.729
2026-07-11 14:20:48;16.754;0.739
2026-07-11 14:20:48;15.711;0.749
2026-07-11 14:20:48;14.703;0.759
2026-07-11 14:20:48;13.734;0.769
2026-07-11 14:20:48;12.805;0.779
2026-07-11 14:20:48;11.92;0.789
2026-07-11 14:20:48;11.079;0.799
2026-07-11 14:20:48;10.286;0.809
2026-07-11 14:20:48;9.543;0.819
2026-07-11 14:20:48;8.85;0.829
2026-07-11 14:20:48;8.21;0.839
2026-07-11 14:20:48;7.625;0.849
2026-07-11 14:20:48;7.095;0.859
2026-07-11 14:20:48;6.623;0.869
2026-07-11 14:20:48;6.209;0.879
2026-07-11 14:20:48;5.855;0.889
2026-07-11 14:20:48;5.561;0.899
2026-07-11 14:20:48;5.328;0.909
2026-07-11 14:20:48;5.157;0.919
2026-07-11 14:20:48;5.048;0.929
2026-07-11 14:20:48;5.001;0.939
2026-07-11 14:20:48;5.017;0.949
2026-07-11 14:20:48;5.095;0.959
2026-07-11 14:20:48;5.236;0.969
2026-07-11 14:20:48;5.438;0.979
2026-07-11 14:20:48;5.702;0.989
2026-07-11 14:20:48;6.026;0.999
2026-07-11 14:20:48;6.411;1.009
2026-07-11 14:20:48;6.854;1.019
2026-07-11 14:20:48;7.355;1.029
2026-07-11 14:20:48;7.913;1.039
2026-07-11 14:20:48;8.526;1.049
2026-07-11 14:20:48;9.193;1.059
2026-07-11 14:20:48;9.912;1.069
2026-07-11 14:20:48;10.68;1.079
2026-07-11 14:20:48;11.498;1.089
2026-07-11 14:20:48;12.361;1.099
2026-07-11 14:20:48;13.269;1.109
2026-07-11 14:20:48;14.218;1.119
2026-07-11 14:20:48;15.207;1.129
