2026-08-11 05:56:11;0;0
2026-08-11 05:56:11;0;0
2026-08-11 05:56:11;0;0
2026-08-11 05:56:11;0;0
2026-08-11 05:56:11;0;0
2026-08-11 05:56:11;0;0
2026-08-11 05:56:11;0;0
2026-08-11 05:56:11;0;0
2026-08-11 05:56:11;0;0
2026-08-11 05:56:11;0;0
2026-08-11 05:56:11;0;0
2026-08-11 05:56:11;0;0
2026-08-11 05:56:11;0;0
2026-08-11 05:56:11;0;0
2026-08-11 05:56:11;0.087;0
2026-08-11 05:56:12;0.336;0.001
2026-08-11 05:56:12;0.534;0.001
2026-08-11 05:56:12;0.705;0.002
2026-08-11 05:56:12;0.936;0.002
2026-08-11 05:56:12;1.016;0.003
2026-08-11 05:56:12;1.138;0.003
2026-08-11 05:56:13;1.176;0.004
2026-08-11 05:56:13;1.231;0.004
2026-08-11 05:56:13;1.26;0.004
2026-08-11 05:56:13;1.354;0.005
2026-08-11 05:56:13;1.505;0.005
2026-08-11 05:56:13;1.555;0.005
2026-08-11 05:56:13;1.762;0.006
2026-08-11 05:56:14;1.89;0.006
2026-08-11 05:56:14;2.06;0.006
2026-08-11 05:56:14;2.294;0.006
2026-08-11 05:56:14;2.439;0.007
2026-08-11 05:56:14;2.679;0.008
2026-08-11 05:56:14;2.841;0.008
2026-08-11 05:56:14;2.874;0.009
2026-08-11 05:56:15;3.12;0.009
2026-08-11 05:56:26;0;0
2026-08-11 05:56:26;0;0
2026-08-11 05:56:26;0;0
2026-08-11 05:56:26;0;0
2026-08-11 05:56:26;0;0
2026-08-11 05:56:26;0;0
2026-08-11 05:56:26;0;0
2026-08-11 05:56:26;0;0
2026-08-11 05:56:26;0;0
2026-08-11 05:56:26;0;0
2026-08-11 05:56:26;0;0
2026-08-11 05:56:26;0;0
2026-08-11 05:56:26;0;0
2026-08-11 05:56:26;0;0
2026-08-11 05:56:26;0;0
2026-08-11 05:56:26;0;0
2026-08-11 05:56:26;0;0
2026-08-11 05:56:26;0;0
2026-08-11 05:56:26;0;0
2026-08-11 05:56:26;0;0
2026-08-11 05:56:26;0;0
2026-08-11 05:56:26;0;0
2026-08-11 05:56:26;0;0
2026-08-11 05:56:26;0;0
2026-08-11 05:56:26;0;0
2026-08-11 05:56:26;0;0
2026-08-11 05:56:26;0;0
2026-08-11 05:56:26;0;0
